Claim_ID,Damage_Category,Sub_Detail,Property_Type,Region,US_State,Distance_From_Listing_M,Num_Guests,Children_Present,Elderly_Only_Group,Party_Flag,Pet_Present,Pet_Caused_Damage,Guest_Claim,Evidence_Available,Evidence_Type_Reviewed,Reporting_Delay_Hours,Reporting_Window_Status,Item_Age_Years,Depreciation_Applicable,Depreciation_Pct_Applied,Date_Reported,Date_Resolved,Resolution_Days,Estimated_Damage_USD,Outcome,Resolution_Type,Decision_Basis,Amount_Charged_to_Guest_USD,AirCover_Host_Reimbursement_USD
ACH-0266,Carpet/Flooring Damage,,House,North America - US,NY,12.2,5,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,58,Within Window - Days 3-7,0,N/A,0,2024-08-16,2024-08-21,5,3951.82,Charged,Replacement,"Damage Confirmed - Repair Costlier Than Replacement, Replace",3951.82,3951.82
ACH-0267,Scratch Damage,Major Scratch (Affects Aesthetics),Condo,Europe - EU,,15.7,4,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,153,Within Window - Days 3-7,0,N/A,0,2024-07-23,2024-07-29,6,131.45,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",131.45,131.45
ACH-0268,Scratch Damage,Minor Scratch,Apartment,North America - US,CA,19.8,7,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,343,Outside 14-Day Window (Rejected),0,N/A,0,2024-03-08,2024-03-11,3,309.24,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0269,Carpet/Flooring Damage,,Villa,Europe - EU,,329.0,6,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,7,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-02,2024-09-18,16,2699.33,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0270,Carpet/Flooring Damage,,Apartment,Europe - UK,,1.6,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,9,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-03,2024-07-08,5,2867.3,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0271,Scratch Damage,Major Scratch (Affects Aesthetics),Condo,Asia Pacific,,7.0,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,153,Within Window - Days 3-7,0,N/A,0,2024-09-06,2024-09-08,2,214.84,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",214.84,214.84
ACH-0272,Appliance Damage,,Cabin,North America - Canada,,351.3,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,2.0,Yes,0.24,2024-05-24,2024-05-27,3,399.74,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0273,Deep Cleaning Required,,Condo,Europe - UK,,87.3,1,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,7,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-09,2024-07-10,1,439.83,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0274,Deep Cleaning Required,,Apartment,Asia Pacific,,98.0,3,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,0,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-31,2024-02-11,11,230.97,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0275,Pet Damage,,Apartment,Europe - UK,,99.9,2,No,Yes,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,10,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-17,2023-12-19,2,549.33,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,549.33,549.33
ACH-0276,Carpet/Flooring Damage,,Apartment,North America - US,GA,6.6,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,150,Within Window - Days 3-7,0,N/A,0,2023-11-05,2023-11-07,2,3904.25,Charged,Reimbursement,Group Composition Risk - Children Present,3904.25,3904.25
ACH-0277,Missing Item,,Villa,Asia Pacific,,2.4,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,5,Within Window - 48 Hrs or Less,5.1,Yes,0.612,2024-04-18,2024-04-19,1,513.78,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (61%),199.35,199.35
ACH-0278,Appliance Damage,,House,Europe - EU,,344.1,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,3.1,Yes,0.372,2024-03-28,2024-04-15,18,1092.8,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0279,Deep Cleaning Required,,Apartment,Europe - UK,,12.7,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,244,Within Window - Days 8-14,0,N/A,0,2024-01-24,2024-01-25,1,86.85,Waived,N/A,"Late Reporting (8-14 Days) - Weaker Host Claim, Still Within Window",0,0
ACH-0280,Appliance Damage,,Apartment,North America - Canada,,1.9,5,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,87,Within Window - Days 3-7,4.8,Yes,0.576,2023-12-03,2023-12-04,1,1777.23,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0281,Scratch Damage,Minor Scratch,House,Europe - EU,,9.5,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),496,Outside 14-Day Window (Rejected),0,N/A,0,2024-03-02,2024-03-08,6,584.87,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0282,Deep Cleaning Required,,House,Europe - EU,,19.4,8,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,22,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-03,2024-01-23,20,179.34,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0283,Deep Cleaning Required,,Villa,Asia Pacific,,19.3,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,59,Within Window - Days 3-7,0,N/A,0,2024-04-28,2024-05-17,19,240.17,Waived,N/A,Standard Liability Review - Reported Within 7 Days,0,0
ACH-0284,Appliance Damage,,Apartment,North America - US,CO,53.9,7,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),2,Within Window - 48 Hrs or Less,6.3,Yes,0.756,2023-08-15,2023-08-18,3,2028.78,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0285,Missing Item,,Villa,Europe - UK,,92.0,3,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,117,Within Window - Days 3-7,7.9,Yes,0.8,2023-08-12,2023-08-13,1,1835.38,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),367.08,367.08
ACH-0286,Deep Cleaning Required,,Villa,Europe - UK,,16.9,6,No,No,Yes,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,5,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-01,2024-09-17,16,508.44,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0287,Appliance Damage,,Condo,North America - US,NY,11.9,5,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,24,Within Window - 48 Hrs or Less,1.3,Yes,0.156,2024-05-10,2024-05-12,2,949.19,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0288,Scratch Damage,Major Scratch (Affects Aesthetics),Condo,North America - US,NY,76.6,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,42,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-09,2024-05-27,18,611.66,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",611.66,611.66
ACH-0289,Wall/Ceiling Damage,Minor Scratch,Apartment,North America - US,TX,114.0,7,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),6,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-17,2023-08-24,7,1025.99,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0290,Scratch Damage,Minor Scratch,Cabin,North America - US,AZ,97.9,5,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,122,Within Window - Days 3-7,0,N/A,0,2024-02-14,2024-02-16,2,99.17,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0291,Scratch Damage,Major Scratch (Affects Aesthetics),House,Europe - UK,,12.4,3,No,Yes,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,179,Within Window - Days 8-14,0,N/A,0,2023-11-26,2023-12-05,9,479.28,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",479.28,479.28
ACH-0292,Wall/Ceiling Damage,Minor Scratch,House,Australia/NZ,,78.8,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,44,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-03,2023-09-06,3,224.6,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0293,Art & Valuables Damage,,House,Europe - EU,,2.8,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),158,Within Window - Days 3-7,6.7,No,0.0,2023-09-09,2023-09-16,7,9221.56,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0294,Wall/Ceiling Damage,Paint Damage,Apartment,North America - US,NY,7.8,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,142,Within Window - Days 3-7,0,N/A,0,2023-09-27,2023-10-05,8,477.73,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0295,Wall/Ceiling Damage,Severe Structural Mark,Villa,Asia Pacific,,0.1,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,197,Within Window - Days 8-14,0,N/A,0,2024-09-10,2024-09-13,3,2570.19,Charged,Reimbursement,Severe Wall/Ceiling Damage - Covered,2570.19,2570.19
ACH-0296,Linen/Bedding Stain,Torn Fabric,House,Europe - EU,,16.4,4,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,34,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-11,2023-12-20,9,117.88,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0297,Art & Valuables Damage,,House,Australia/NZ,,18.1,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,107,Within Window - Days 3-7,3.9,No,0.0,2023-10-04,2023-10-16,12,7747.28,Charged,Reimbursement,Standard Liability Review - Reported Within 7 Days,7747.28,7747.28
ACH-0298,Kitchenware Breakage,,Villa,North America - US,FL,0.3,7,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,151,Within Window - Days 3-7,0,N/A,0,2024-07-29,2024-08-02,4,88.63,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0299,Appliance Damage,,Condo,North America - US,FL,461.8,4,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,3,Within Window - 48 Hrs or Less,3.3,Yes,0.396,2024-05-31,2024-06-02,2,2019.21,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0300,Missing Item,,Villa,Australia/NZ,,19.8,8,No,Yes,No,Yes,No,Pre-existing condition,No,No photo/video evidence,155,Within Window - Days 3-7,6.0,Yes,0.72,2024-07-19,2024-07-21,2,2249.43,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0301,Carpet/Flooring Damage,,Apartment,North America - US,GA,66.7,7,No,Yes,Yes,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,447,Outside 14-Day Window (Rejected),0,N/A,0,2023-08-06,2023-08-16,10,1710.47,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0302,Linen/Bedding Stain,General Stain (washable),Apartment,Europe - UK,,5.7,1,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,4,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-20,2024-01-30,10,141.12,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0303,Carpet/Flooring Damage,,Condo,Asia Pacific,,19.0,6,Yes,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,160,Within Window - Days 3-7,0,N/A,0,2024-07-21,2024-07-22,1,2887.27,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0304,Linen/Bedding Stain,Blood Stain (hard to remove),Cabin,North America - Canada,,0.1,4,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,134,Within Window - Days 3-7,0,N/A,0,2023-08-02,2023-08-04,2,54.11,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0305,Missing Item,,House,Europe - UK,,5.7,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,8,Within Window - 48 Hrs or Less,4.0,Yes,0.48,2023-11-04,2023-11-05,1,350.57,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (48%),182.3,182.3
ACH-0306,Deep Cleaning Required,,Apartment,North America - Canada,,11.2,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,39,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-06,2024-09-09,3,238.19,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0307,Linen/Bedding Stain,Torn Fabric,Apartment,North America - US,AZ,1.6,8,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-23,2023-09-25,2,121.58,Charged,Replacement,"Torn Fabric - Repair Costlier Than Replacement, Replace",121.58,121.58
ACH-0308,Kitchenware Breakage,,Condo,North America - US,IL,10.8,3,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,84,Within Window - Days 3-7,0,N/A,0,2023-09-20,2023-09-23,3,183.0,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0309,Electronics Damage,,Condo,Europe - UK,,3.8,6,Yes,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,2.5,Yes,0.3,2023-10-25,2023-10-28,3,284.74,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0310,Furniture Damage,,House,North America - US,NY,5.3,7,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,61,Within Window - Days 3-7,7.8,Yes,0.8,2024-09-17,2024-09-24,7,1305.06,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0311,Scratch Damage,Major Scratch (Affects Aesthetics),Cabin,Asia Pacific,,4.5,8,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),77,Within Window - Days 3-7,0,N/A,0,2024-03-21,2024-03-26,5,575.85,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0312,Scratch Damage,Minor Scratch,Condo,North America - US,NC,19.0,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,45,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-18,2024-07-20,2,396.37,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0313,Carpet/Flooring Damage,,Villa,North America - Canada,,1.9,2,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),231,Within Window - Days 8-14,0,N/A,0,2023-09-26,2023-09-29,3,4093.0,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0314,Art & Valuables Damage,,Apartment,North America - Canada,,9.9,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,19,Within Window - 48 Hrs or Less,5.5,No,0.0,2023-09-16,2023-09-26,10,5980.66,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0315,Appliance Damage,,Apartment,North America - US,CA,17.0,8,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,158,Within Window - Days 3-7,2.7,Yes,0.324,2024-09-25,2024-09-30,5,1464.31,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0316,Deep Cleaning Required,,House,Europe - UK,,8.8,7,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,26,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-17,2023-11-25,8,132.95,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0317,Scratch Damage,Minor Scratch,Cabin,Australia/NZ,,75.4,2,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,264,Within Window - Days 8-14,0,N/A,0,2024-07-04,2024-07-09,5,214.43,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0318,Carpet/Flooring Damage,,Apartment,North America - US,GA,11.3,7,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,479,Outside 14-Day Window (Rejected),0,N/A,0,2024-02-14,2024-02-15,1,1323.41,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0319,Electronics Damage,,House,North America - US,NY,14.8,4,No,No,Yes,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,188,Within Window - Days 8-14,1.9,Yes,0.228,2023-11-25,2023-11-28,3,167.77,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0320,Appliance Damage,,Villa,North America - US,TX,82.4,4,No,Yes,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),5,Within Window - 48 Hrs or Less,7.3,Yes,0.8,2023-08-14,2023-09-04,21,1572.3,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0321,Deep Cleaning Required,,House,North America - US,CA,96.3,6,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,46,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-31,2024-04-01,1,122.77,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0322,Pet Damage,,Cabin,North America - Canada,,11.8,4,Yes,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,248,Within Window - Days 8-14,0,N/A,0,2024-08-11,2024-08-13,2,301.35,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0323,Missing Item,,Apartment,Europe - EU,,15.7,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,400,Outside 14-Day Window (Rejected),0.7,Yes,0.084,2024-06-15,2024-06-18,3,2160.95,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0324,Deep Cleaning Required,,Cabin,North America - US,CA,13.3,8,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,114,Within Window - Days 3-7,0,N/A,0,2024-09-22,2024-09-23,1,108.15,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0325,Missing Item,,Villa,North America - US,NY,448.9,6,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,17,Within Window - 48 Hrs or Less,2.0,Yes,0.24,2023-09-27,2023-10-01,4,2420.24,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0326,Appliance Damage,,House,North America - US,CA,3.1,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,114,Within Window - Days 3-7,8.0,Yes,0.8,2023-12-07,2023-12-16,9,1031.74,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,206.35,206.35
ACH-0327,Electronics Damage,,Condo,North America - Canada,,93.0,3,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,2,Within Window - 48 Hrs or Less,3.3,Yes,0.396,2024-09-12,2024-09-14,2,2288.15,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0328,Furniture Damage,,Apartment,North America - Canada,,17.2,4,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,30,Within Window - 48 Hrs or Less,7.8,Yes,0.8,2024-08-04,2024-08-06,2,2639.45,Charged,Replacement,"Damage Confirmed - Repair Costlier Than Replacement, Replace",527.89,527.89
ACH-0329,Pet Damage,,Condo,North America - Canada,,9.4,7,Yes,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,40,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-09,2023-10-12,3,1107.11,Charged,Reimbursement,Group Composition Risk - Children Present,1107.11,1107.11
ACH-0330,Linen/Bedding Stain,Torn Fabric,House,North America - US,CA,71.0,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,14,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-08,2024-05-10,2,111.41,Charged,Replacement,"Torn Fabric - Repair Costlier Than Replacement, Replace",111.41,111.41
ACH-0331,Furniture Damage,,Villa,North America - Canada,,24.5,2,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,3,Within Window - 48 Hrs or Less,4.0,Yes,0.48,2024-03-01,2024-03-09,8,2385.22,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",1142.52,1142.52
ACH-0332,Deep Cleaning Required,,Villa,Europe - EU,,19.0,7,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,116,Within Window - Days 3-7,0,N/A,0,2024-08-08,2024-08-11,3,234.51,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0333,Missing Item,,Apartment,Asia Pacific,,67.0,3,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,24,Within Window - 48 Hrs or Less,6.2,Yes,0.744,2024-09-19,2024-09-27,8,1128.69,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (74%),288.94,288.94
ACH-0334,Linen/Bedding Stain,General Stain (washable),Apartment,North America - Canada,,1.9,2,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,423,Outside 14-Day Window (Rejected),0,N/A,0,2024-08-05,2024-08-07,2,45.78,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0335,Furniture Damage,,Condo,Australia/NZ,,315.7,5,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,2.1,Yes,0.252,2023-10-12,2023-10-23,11,2093.55,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0336,Linen/Bedding Stain,Blood Stain (hard to remove),House,North America - US,NY,5.3,3,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-26,2023-10-27,1,39.56,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0337,Art & Valuables Damage,,Cabin,Australia/NZ,,18.0,7,No,No,Yes,No,No,No damage at checkout,No,No photo/video evidence,72,Within Window - Days 3-7,5.8,No,0.0,2024-07-03,2024-07-06,3,3095.58,Charged,Reimbursement,Party Flagged - Damage Attributed to Event,3095.58,3095.58
